Student ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
S6600,female,Group C,some high school,standard,none,63,59,51
S6603,female,Group E,associate's degree,free/reduced,none,83,9,95
S6604,male,Group C,some high school,standard,completed,52,59,59
S6605,male,Group B,associate's degree,standard,none,73,54,57
S6606,male,Group C,some college,standard,completed,72,56,63
S6607,female,Group B,high school,standard,none,45,52,51
S6608,male,Group C,bachelor's degree,standard,none,74,61,68
S6609,male,Group C,some college,standard,none,81,65,60
S6610,female,Group C,bachelor's degree,standard,none,73,87,89
S6611,female,Group C,associate's degree,standard,completed,71,84,88
S6612,female,Group C,high school,standard,none,80,84,81
S6615,female,Group D,associate's degree,standard,none,61,56,60
S6616,male,Group C,some high school,standard,none,64,56,51
S6617,male,Group C,bachelor's degree,standard,none,91,83,82
S6618,male,Group E,master's degree,free/reduced,none,68,7,62
S6619,female,Group C,associate's degree,free/reduced,none,44,55,61
S6620,male,Group B,some college,standard,completed,76,79,80
S6622,female,Group E,high school,standard,none,71,83,79
S6623,female,Group D,some high school,free/reduced,completed,64,84,83
S6624,male,Group B,bachelor's degree,free/reduced,none,76,74,76
S6625,female,Group C,some college,free/reduced,none,35,47,41
S6626,male,Group D,some high school,free/reduced,none,58,57,53
S6627,male,Group C,master's degree,standard,none,93,78,77
S6628,female,Group C,some college,standard,completed,65,71,74
S6629,male,Group D,master's degree,standard,none,82,84,81
S6630,female,Group C,associate's degree,standard,none,72,77,75
S6631,male,Group C,bachelor's degree,standard,none,52,53,55
S6633,female,Group C,some college,standard,none,78,78,82
S6634,male,Group E,some high school,standard,none,92,8,78
S6635,female,Group B,high school,free/reduced,completed,45,61,63
S6637,male,Group D,associate's degree,free/reduced,completed,82,78,90
S6638,female,Group A,associate's degree,free/reduced,none,41,49,51
S6639,female,Group D,associate's degree,standard,completed,65,71,74
S6640,male,Group C,bachelor's degree,standard,none,63,71,65
S6641,male,Group C,some high school,standard,none,73,62,59
S6642,female,Group C,associate's degree,free/reduced,completed,59,68,66
S6643,female,Group E,some college,standard,completed,91,76,78
S6644,female,Group B,bachelor's degree,standard,completed,66,73,72
S6645,male,Group D,some college,standard,completed,70,66,68
S6646,female,Group C,some college,standard,none,84,88,84
S6647,male,Group A,some college,standard,none,70,73,70
S6648,female,Group D,some college,free/reduced,completed,62,75,79
S6649,female,Group C,high school,standard,none,63,73,74
S6650,male,Group E,some college,standard,none,73,73,63
S6651,female,Group D,associate's degree,standard,completed,82,95,100
S6652,male,Group D,associate's degree,standard,completed,67,62,67
S6653,female,Group C,high school,standard,none,50,62,63
S6654,male,Group D,some college,standard,completed,69,58,60
S6655,male,Group C,high school,free/reduced,none,59,6,56
S6656,female,Group B,high school,free/reduced,none,55,68,66
S6657,male,Group D,some college,standard,none,58,47,45
S6658,female,Group E,associate's degree,free/reduced,none,83,9,95
S6659,female,Group D,some college,free/reduced,none,57,76,77
S6660,male,Group D,associate's degree,standard,none,89,78,76
S6661,male,Group C,some high school,standard,none,54,56,47
S6662,male,Group C,some college,free/reduced,none,65,77,70
S6663,female,Group B,high school,standard,none,59,72,67
S6664,male,Group C,some high school,standard,none,28,27,23
S6666,male,Group D,bachelor's degree,free/reduced,none,85,78,81
S6667,male,Group D,high school,free/reduced,completed,78,86,88
S6668,female,Group B,high school,standard,completed,81,89,88
S6669,female,Group B,associate's degree,standard,none,75,95,94
S6670,female,Group B,some college,standard,completed,88,82,82
S6671,female,Group C,some high school,standard,none,82,77,80
S6672,female,Group C,some college,standard,none,77,79,78
S6674,female,Group A,some college,standard,none,72,85,81
S6675,male,Group C,associate's degree,free/reduced,none,57,58,51
S6676,female,Group D,master's degree,standard,completed,64,67,72
S6677,male,Group C,high school,standard,completed,72,63,66
S6678,male,Group C,some college,free/reduced,none,72,73,75
S6679,male,Group B,high school,standard,none,65,61,57
S6680,female,Group E,some high school,standard,completed,89,95,99
S6681,male,Group E,high school,standard,none,87,84,76
S6682,male,Group D,high school,standard,completed,81,74,79
S6683,male,Group E,master's degree,standard,completed,88,89,87
S6685,female,Group E,some college,standard,none,74,77,73
S6686,female,Group C,some high school,standard,none,88,9,90
S6687,male,Group C,associate's degree,standard,none,88,8,81
S6688,female,Group A,associate's degree,standard,completed,73,68,81
S6690,male,Group A,associate's degree,free/reduced,completed,63,61,64
S6691,female,Group D,bachelor's degree,standard,completed,60,74,72
S6692,female,Group D,some college,standard,none,68,76,79
S6693,male,Group C,high school,standard,none,66,63,63
S6694,female,Group A,some high school,standard,none,70,75,70
S6695,female,Group B,bachelor's degree,standard,completed,66,73,72
S6696,female,Group D,some college,free/reduced,completed,67,75,84
S6697,female,Group C,high school,free/reduced,none,48,6,55
S6698,female,Group E,high school,free/reduced,completed,66,66,75
S6699,male,Group E,some college,standard,completed,97,88,81
S6700,female,Group A,some college,standard,none,72,85,81
S6701,female,Group B,some college,free/reduced,completed,69,85,84
S6702,female,Group C,associate's degree,standard,none,96,93,100
S6704,female,Group A,bachelor's degree,free/reduced,none,65,64,73
S6705,male,Group D,some high school,free/reduced,none,49,49,43
S6706,male,Group D,associate's degree,standard,none,67,72,65
S6707,male,Group C,associate's degree,standard,none,65,63,57
S6708,male,Group B,high school,standard,none,65,61,57
S6709,female,Group C,bachelor's degree,standard,completed,83,1,100
S6710,male,Group D,some college,free/reduced,none,67,58,58
S6711,female,Group A,high school,standard,none,79,97,85
S6714,female,Group A,high school,standard,none,61,73,70
S6715,female,Group B,some college,standard,none,61,69,73
S6716,male,Group D,some high school,free/reduced,completed,35,56,54
S6717,female,Group C,high school,standard,none,54,56,59
S6718,male,Group C,associate's degree,free/reduced,completed,79,89,96
S6719,male,Group C,some high school,free/reduced,none,64,56,52
S6721,female,Group B,associate's degree,standard,none,75,91,81
S6722,male,Group D,high school,free/reduced,none,58,52,51
S6724,male,Group D,master's degree,free/reduced,none,83,86,87
S6725,female,Group D,bachelor's degree,free/reduced,completed,45,68,71
S6726,male,Group C,master's degree,free/reduced,completed,91,93,95
S6727,male,Group A,some high school,standard,completed,67,6,69
S6728,female,Group C,high school,standard,none,72,76,74
S6730,male,Group C,bachelor's degree,standard,completed,97,91,96
S6731,female,Group C,some college,standard,none,68,77,75
S6732,female,Group C,bachelor's degree,standard,completed,92,88,94
S6734,female,Group D,some college,standard,completed,66,71,87
S6736,female,Group C,associate's degree,standard,completed,77,9,97
S6737,female,Group D,some high school,standard,completed,69,86,87
S6739,male,Group D,master's degree,free/reduced,none,83,86,87
S6740,male,Group D,associate's degree,standard,none,57,63,54
S6741,male,Group C,associate's degree,free/reduced,none,57,58,51
S6744,female,Group C,bachelor's degree,standard,completed,92,88,94
S6746,female,Group E,some high school,standard,none,52,71,70
S6747,male,Group D,some high school,standard,none,80,8,79
S6748,female,Group C,some college,standard,none,81,9,93
S6749,female,Group C,some college,standard,none,70,81,75
S6750,male,Group C,high school,standard,none,69,58,52
S6751,female,Group D,associate's degree,free/reduced,none,62,65,69
S6752,female,Group C,high school,standard,none,63,76,67
S6753,male,Group B,some college,standard,none,69,59,57
S6755,male,Group D,high school,standard,completed,70,72,67
S6756,female,Group B,high school,free/reduced,none,67,77,81
S6757,female,Group B,some college,standard,none,56,61,65
S6758,female,Group C,some college,free/reduced,completed,62,78,71
S6759,female,Group D,some high school,free/reduced,completed,62,75,79
S6761,female,Group A,master's degree,standard,none,68,7,72
S6762,male,Group B,high school,standard,completed,88,87,85
S6763,female,Group E,some college,standard,completed,82,85,91
S6764,female,Group C,some college,standard,none,86,92,83
S6765,female,Group C,some college,free/reduced,none,68,64,64
S6766,female,Group D,some high school,standard,none,53,55,57
S6767,male,Group C,some college,standard,none,86,82,72
S6768,female,Group B,some high school,standard,none,60,73,68
S6769,female,Group B,associate's degree,standard,none,73,8,78
S6770,male,Group C,associate's degree,standard,completed,85,75,74
S6771,female,Group D,master's degree,standard,none,67,75,80
S6772,female,Group B,high school,standard,none,55,6,67
S6773,male,Group D,some high school,standard,none,55,5,47
S6774,female,Group C,some high school,free/reduced,completed,41,58,59
S6775,female,Group B,associate's degree,standard,completed,80,81,85
S6776,male,Group B,high school,standard,none,81,71,62
S6777,female,Group C,some college,standard,none,75,95,94
S6778,female,Group E,some college,standard,none,85,9,88
S6779,male,Group C,some high school,standard,completed,63,69,68
S6780,male,Group A,high school,standard,completed,83,71,69
S6781,male,Group C,some high school,free/reduced,completed,52,59,58
S6782,female,Group C,some high school,standard,none,53,48,49
S6783,male,Group B,some college,free/reduced,none,44,45,41
S6784,male,Group C,some high school,standard,none,63,57,59
S6785,male,Group D,some college,standard,none,76,74,71
S6786,female,Group C,some college,free/reduced,none,68,64,64
S6787,male,Group C,some college,standard,none,81,65,60
S6788,male,Group D,some college,free/reduced,none,61,53,48
S6789,female,Group B,associate's degree,standard,none,73,8,78
S6790,male,Group C,high school,free/reduced,none,56,67,62
S6791,male,Group C,some high school,free/reduced,none,49,49,43
S6793,male,Group E,master's degree,free/reduced,none,69,56,56
S6794,female,Group D,some college,standard,completed,68,84,87
S6795,male,Group C,some college,standard,completed,95,85,80
S6796,female,Group E,high school,standard,none,59,52,56
S6799,male,Group D,bachelor's degree,standard,completed,97,91,96
S6800,female,Group C,some high school,standard,none,67,72,71
S6801,female,Group B,some high school,free/reduced,none,46,41,40
S6802,female,Group C,associate's degree,free/reduced,completed,68,84,87
S6803,female,Group E,some high school,standard,none,92,8,78
S6804,female,Group C,master's degree,standard,completed,62,68,75
S6805,male,Group B,bachelor's degree,free/reduced,completed,48,59,55
S6806,female,Group D,high school,free/reduced,none,75,81,87
S6807,male,Group C,bachelor's degree,free/reduced,none,63,59,51
S6808,male,Group E,some high school,free/reduced,none,66,6,59
S6809,female,Group E,some high school,free/reduced,none,62,71,61
S6810,female,Group B,high school,free/reduced,none,30,47,46
S6813,female,Group E,associate's degree,free/reduced,none,80,8,83
S6814,female,Group C,high school,standard,none,31,27,19
S6815,female,Group B,some college,standard,none,44,56,47
S6816,female,Group E,bachelor's degree,free/reduced,completed,68,82,86
S6817,male,Group C,some college,free/reduced,none,65,77,70
S6818,male,Group C,associate's degree,standard,none,49,53,47
S6819,male,Group C,associate's degree,standard,none,55,68,73
S6820,female,Group C,master's degree,standard,none,69,76,71
S6821,male,Group C,some high school,standard,none,68,57,54
S6822,female,Group C,some college,standard,none,62,64,61
S6823,male,Group C,some college,free/reduced,none,73,73,63
S6824,female,Group E,high school,free/reduced,completed,80,94,97
S6825,male,Group D,associate's degree,standard,none,72,62,60
S6826,female,Group D,associate's degree,free/reduced,none,71,78,81
S6827,female,Group E,bachelor's degree,free/reduced,none,68,82,86
S6828,male,Group C,some college,free/reduced,completed,70,66,68
S6829,female,Group D,high school,free/reduced,none,68,73,71
S6830,female,Group C,some college,standard,none,75,91,81
S6831,male,Group E,high school,standard,none,90,8,78
S6832,male,Group C,associate's degree,standard,none,82,73,74
S6833,male,Group D,high school,standard,completed,81,74,79
S6835,male,Group D,associate's degree,standard,none,74,69,63
S6836,male,Group C,high school,free/reduced,none,34,37,27
S6838,female,Group C,master's degree,standard,none,69,76,71
S6840,male,Group C,high school,standard,none,84,77,80
S6841,male,Group D,some high school,standard,completed,82,74,75
S6842,male,Group C,some high school,standard,none,57,46,44
S6844,female,Group C,associate's degree,standard,none,60,75,72
S6845,male,Group C,some high school,standard,completed,60,57,60
S6846,female,Group C,high school,standard,none,66,63,63
S6847,female,Group B,associate's degree,standard,none,80,81,85
S6848,female,Group A,high school,standard,completed,67,86,86
S6849,male,Group B,bachelor's degree,free/reduced,none,76,74,76
S6850,male,Group E,high school,standard,completed,84,79,75
S6851,male,Group D,some high school,standard,none,59,48,48
S6852,male,Group B,some high school,standard,none,79,69,70
S6854,female,Group A,high school,standard,none,79,97,85
S6855,male,Group C,master's degree,free/reduced,none,54,6,60
S6856,male,Group C,high school,standard,none,31,27,19
S6857,male,Group A,some college,standard,none,77,73,69
S6858,male,Group C,bachelor's degree,free/reduced,completed,48,59,55
S6859,male,Group D,some college,standard,completed,82,82,82
S6860,female,Group B,high school,standard,none,45,52,51
S6861,male,Group D,some college,standard,none,80,67,72
S6864,female,Group C,high school,free/reduced,none,46,57,53
S6865,male,Group E,some college,standard,completed,82,85,91
S6866,female,Group C,associate's degree,free/reduced,completed,69,76,82
S6867,female,Group C,high school,standard,completed,49,68,67
S6868,male,Group C,some high school,standard,none,63,63,63
S6869,female,Group E,associate's degree,standard,none,86,89,96
S6870,male,Group A,associate's degree,free/reduced,completed,69,77,77
S6871,female,Group E,master's degree,standard,none,89,85,78
S6872,male,Group D,some college,standard,none,81,62,61
S6873,female,Group B,bachelor's degree,standard,none,84,91,93
S6874,female,Group A,some college,standard,none,64,81,87
S6875,female,Group C,some college,free/reduced,completed,70,75,74
S6876,male,Group D,some college,standard,none,74,81,82
S6877,male,Group B,associate's degree,standard,none,47,48,49
S6878,female,Group B,high school,free/reduced,none,61,74,71
S6879,female,Group C,bachelor's degree,free/reduced,none,62,68,74
S6880,female,Group D,some high school,free/reduced,none,60,69,70
S6883,male,Group C,associate's degree,free/reduced,completed,61,58,56
S6885,male,Group C,some high school,standard,none,68,76,72
S6886,female,Group A,some high school,standard,completed,64,81,87
S6887,female,Group C,associate's degree,standard,none,68,7,76
S6888,male,Group A,associate's degree,standard,none,37,4,36
S6889,male,Group B,master's degree,standard,none,92,89,83
S6890,male,Group B,some college,standard,completed,88,87,85
S6891,male,Group E,some high school,standard,none,94,86,82
S6892,male,Group C,associate's degree,free/reduced,none,82,86,78
S6893,male,Group C,high school,free/reduced,none,66,66,62
S6894,female,Group D,some college,standard,none,66,72,74
S6895,female,Group D,high school,standard,none,60,54,47
S6896,male,Group C,some college,standard,none,72,76,64
S6900,female,Group A,bachelor's degree,standard,none,62,75,73
S6901,female,Group D,some high school,free/reduced,completed,41,58,59
S6904,male,Group D,bachelor's degree,standard,none,71,67,64
S6905,female,Group D,some high school,free/reduced,completed,41,58,59
S6906,male,Group C,high school,standard,none,69,67,63
S6908,female,Group D,some college,standard,none,84,97,96
S6909,male,Group C,high school,standard,none,88,66,73
S6910,male,Group C,associate's degree,free/reduced,none,82,86,78
S6911,male,Group C,bachelor's degree,standard,none,74,61,68
S6912,female,Group C,bachelor's degree,standard,completed,66,8,75
S6913,female,Group C,some college,free/reduced,none,68,64,64
S6914,female,Group D,associate's degree,standard,completed,82,85,94
S6915,male,Group C,some college,free/reduced,none,64,56,52
S6917,male,Group C,high school,free/reduced,completed,41,57,55
S6918,male,Group D,bachelor's degree,standard,none,63,65,58
S6919,male,Group B,master's degree,free/reduced,none,76,68,70
S6920,female,Group B,some high school,standard,none,46,61,58
S6921,female,Group D,some college,standard,completed,70,66,68
S6922,male,Group B,some college,free/reduced,none,78,68,70
S6923,female,Group C,high school,standard,none,58,66,70
S6924,male,Group E,high school,standard,none,93,86,76
S6925,female,Group B,associate's degree,standard,none,63,72,78
S6926,male,Group B,some college,standard,none,83,88,90
S6927,female,Group C,associate's degree,free/reduced,completed,60,57,61
S6928,male,Group C,master's degree,free/reduced,none,57,54,48
S6929,female,Group D,some college,standard,none,84,9,90
S6930,female,Group C,associate's degree,standard,none,78,78,82
S6931,female,Group A,bachelor's degree,free/reduced,none,62,75,73
S6932,female,Group C,associate's degree,standard,none,50,42,35
S6933,male,Group C,some high school,standard,none,94,84,80
S6934,male,Group C,some college,free/reduced,none,33,42,41
S6935,male,Group E,some college,free/reduced,none,56,46,43
S6936,male,Group C,some college,free/reduced,none,65,77,70
S6937,male,Group D,high school,free/reduced,none,48,46,50
S6938,female,Group C,associate's degree,free/reduced,none,89,98,99
S6939,female,Group C,some college,standard,completed,81,9,93
S6940,female,Group D,bachelor's degree,standard,completed,100,1,100
S6941,male,Group A,some college,standard,none,76,7,67
S6942,male,Group D,associate's degree,standard,none,72,62,60
S6943,male,Group C,high school,free/reduced,none,20,25,15
S6944,female,Group C,master's degree,free/reduced,completed,71,92,93
S6945,female,Group D,some college,free/reduced,completed,66,71,87
S6946,male,Group E,high school,standard,none,93,86,76
S6947,female,Group C,high school,free/reduced,none,54,68,69
S6948,male,Group C,some high school,standard,none,59,5,41
S6949,male,Group B,high school,free/reduced,none,65,55,51
S6950,female,Group C,some college,free/reduced,none,43,65,60
S6951,male,Group D,some college,standard,none,74,76,73
S6952,male,Group C,some college,free/reduced,none,76,72,65
S6953,female,Group D,high school,standard,completed,50,72,70
S6954,female,Group B,high school,standard,none,63,76,67
S6955,female,Group A,high school,free/reduced,none,34,49,47
S6956,male,Group A,associate's degree,free/reduced,completed,63,61,64
S6957,female,Group C,associate's degree,free/reduced,completed,68,84,87
S6958,male,Group D,high school,standard,none,85,81,83
S6959,male,Group C,some college,standard,none,80,66,66
S6960,female,Group C,bachelor's degree,standard,none,75,71,76
S6961,male,Group E,associate's degree,standard,none,89,88,86
S6962,female,Group A,some college,standard,none,53,57,60
S6963,male,Group E,master's degree,standard,completed,84,76,81
S6964,male,Group C,associate's degree,free/reduced,none,82,73,74
S6965,female,Group C,master's degree,standard,none,70,81,75
S6966,male,Group E,associate's degree,standard,completed,84,75,75
S6967,male,Group C,some college,free/reduced,none,57,6,57
S6969,female,Group D,master's degree,standard,none,69,67,78
S6970,female,Group B,associate's degree,standard,none,81,92,97
S6971,female,Group E,bachelor's degree,standard,none,52,53,55
S6972,male,Group A,master's degree,standard,none,59,57,51
S6973,male,Group E,some college,standard,completed,61,49,52
S6974,male,Group D,associate's degree,standard,none,74,69,63
S6975,female,Group C,some college,standard,completed,45,63,67
S6976,male,Group C,master's degree,free/reduced,none,82,69,76
S6977,male,Group D,high school,standard,completed,88,77,78
S6978,female,Group C,some college,standard,none,59,62,52
S6980,male,Group D,bachelor's degree,standard,none,71,67,64
S6982,male,Group C,bachelor's degree,free/reduced,completed,54,57,63
S6983,female,Group D,associate's degree,standard,none,42,48,42
S6984,male,Group C,high school,standard,none,84,71,66
S6985,female,Group E,some college,standard,none,83,9,88
S6986,female,Group B,some college,standard,none,84,1,96
S6987,male,Group E,associate's degree,standard,none,83,83,78
S6988,female,Group C,bachelor's degree,free/reduced,none,55,56,54
S6989,female,Group C,high school,free/reduced,completed,34,66,59
S6990,female,Group C,some high school,standard,none,70,75,78
S6991,male,Group C,some college,free/reduced,none,72,68,62
S6993,female,Group C,high school,standard,none,68,77,75
S6994,female,Group B,some college,standard,none,56,61,65
S6996,male,Group E,associate's degree,standard,completed,93,87,84
S6997,female,Group C,some college,standard,none,55,48,46
S6998,female,Group C,some high school,standard,none,79,65,67
S6999,female,Group B,some high school,standard,none,71,63,55
S7000,male,Group C,bachelor's degree,standard,completed,62,67,68
S7001,male,Group A,associate's degree,standard,completed,85,75,74
S7002,male,Group D,some college,free/reduced,none,66,56,56
S7003,female,Group C,some college,standard,completed,64,67,72
S7004,male,Group C,some high school,free/reduced,none,33,47,32
S7005,female,Group A,associate's degree,standard,none,72,77,77
S7006,female,Group D,some college,free/reduced,none,62,65,69
S7007,female,Group C,high school,free/reduced,none,56,62,57
S7008,male,Group D,some high school,standard,completed,56,48,54
S7010,female,Group C,some college,standard,none,66,78,75
S7011,female,Group A,some high school,free/reduced,none,47,58,54
S7012,female,Group E,some college,free/reduced,completed,72,73,75
S7014,female,Group C,some college,standard,none,62,64,61
S7015,female,Group B,some college,standard,none,61,69,73
S7016,female,Group C,some college,standard,none,79,93,81
S7017,male,Group D,associate's degree,standard,none,99,97,95
S7018,female,Group C,some college,free/reduced,none,43,65,60
S7019,female,Group A,bachelor's degree,standard,none,66,8,75
S7020,male,Group C,high school,standard,none,76,81,74
S7021,male,Group B,high school,standard,none,71,63,61
S7022,male,Group C,some college,standard,none,43,51,38
S7023,female,Group D,associate's degree,standard,none,40,51,51
S7024,male,Group D,some high school,standard,none,73,67,64
S7025,male,Group D,bachelor's degree,free/reduced,completed,81,96,99
S7026,female,Group B,high school,standard,none,64,57,52
S7027,female,Group E,some high school,standard,none,48,6,57
S7028,male,Group D,some college,free/reduced,completed,56,61,62
S7029,male,Group A,some high school,standard,completed,56,53,53
S7030,male,Group D,bachelor's degree,standard,none,58,61,59
S7032,male,Group D,some high school,standard,none,90,72,79
S7034,female,Group C,master's degree,free/reduced,completed,71,92,93
S7035,male,Group D,some high school,standard,completed,56,48,54
S7036,male,Group C,associate's degree,free/reduced,completed,72,67,61
S7038,male,Group B,some college,standard,none,69,59,57
S7039,male,Group C,some college,standard,none,81,65,60
S7040,female,Group C,some college,standard,none,70,71,71
S7041,male,Group C,some college,standard,none,55,48,46
S7042,female,Group C,some college,standard,none,45,46,47
S7043,male,Group C,high school,free/reduced,none,66,66,58
S7044,female,Group C,associate's degree,standard,none,82,91,85
S7045,female,Group E,some college,standard,completed,98,1,99
S7047,male,Group C,some college,standard,none,68,58,54
S7048,female,Group D,some college,standard,none,84,97,96
S7049,male,Group A,associate's degree,free/reduced,completed,68,71,64
S7050,female,Group B,some college,standard,none,70,71,71
S7051,female,Group B,associate's degree,standard,completed,81,92,97
S7052,female,Group D,some college,standard,none,66,7,67
S7053,female,Group B,bachelor's degree,standard,completed,66,73,72
S7054,female,Group D,some college,standard,none,73,89,89
S7055,male,Group B,bachelor's degree,standard,none,84,81,72
S7056,female,Group A,some college,standard,none,65,64,73
S7057,male,Group B,bachelor's degree,standard,none,62,6,55
S7059,female,Group E,some college,standard,none,74,77,73
S7060,female,Group C,some college,standard,none,72,76,74
S7061,male,Group D,associate's degree,standard,none,90,87,86
S7062,female,Group C,high school,standard,none,59,52,56
S7063,male,Group E,some college,standard,none,59,55,46
S7065,female,Group C,associate's degree,free/reduced,completed,60,57,61
S7066,male,Group C,some college,standard,none,68,76,72
S7067,female,Group C,high school,standard,none,52,56,54
S7068,female,Group B,high school,standard,none,81,71,62
S7071,male,Group B,bachelor's degree,standard,none,63,46,46
S7073,female,Group D,some high school,free/reduced,none,64,84,83
S7074,female,Group E,some college,free/reduced,none,84,88,82
S7076,male,Group D,associate's degree,standard,none,84,92,90
S7077,female,Group B,some college,standard,none,85,96,95
S7078,female,Group C,high school,standard,completed,63,73,74
S7079,female,Group A,associate's degree,standard,none,61,65,59
S7080,female,Group C,bachelor's degree,standard,none,84,91,93
S7081,male,Group C,high school,standard,none,64,62,61
S7082,male,Group C,high school,standard,none,84,77,80
S7083,female,Group B,associate's degree,standard,completed,60,65,67
S7085,male,Group C,bachelor's degree,free/reduced,none,73,69,70
S7086,male,Group C,master's degree,standard,none,80,79,73
S7087,male,Group C,associate's degree,standard,none,50,42,35
S7088,male,Group E,master's degree,free/reduced,none,74,67,67
S7089,female,Group B,some high school,standard,none,83,86,89
S7090,female,Group D,associate's degree,standard,none,84,9,90
S7091,male,Group E,some high school,standard,none,66,6,59
S7092,male,Group E,some high school,free/reduced,none,57,45,46
S7093,male,Group C,bachelor's degree,standard,none,91,83,82
S7094,male,Group C,associate's degree,free/reduced,none,62,55,50
S7096,male,Group E,some college,standard,none,100,89,86
S7097,female,Group D,associate's degree,standard,none,84,92,90
S7098,male,Group B,associate's degree,free/reduced,none,60,59,52
S7099,female,Group E,associate's degree,standard,none,96,93,100
S7100,male,Group C,some high school,free/reduced,none,66,6,59
S7101,male,Group D,bachelor's degree,standard,none,71,67,64
S7102,male,Group C,some college,free/reduced,none,70,75,74
S7103,female,Group E,some high school,standard,completed,89,93,93
S7104,male,Group C,master's degree,free/reduced,none,45,53,45
S7106,female,Group B,associate's degree,standard,completed,83,96,96
S7107,female,Group C,some college,standard,completed,73,86,89
S7109,female,Group D,some high school,standard,none,74,79,79
S7110,female,Group B,some high school,standard,none,49,39,33
S7111,female,Group C,bachelor's degree,free/reduced,completed,68,78,83
S7112,male,Group B,high school,standard,none,64,57,52
S7113,female,Group C,some college,free/reduced,none,34,44,43
S7115,female,Group B,high school,free/reduced,completed,60,66,64
S7116,female,Group C,some high school,standard,none,70,75,76
S7117,male,Group D,some college,standard,completed,80,67,72
S7118,male,Group C,some high school,standard,none,63,69,68
S7119,male,Group B,high school,standard,none,86,82,72
S7121,female,Group A,associate's degree,standard,none,51,69,65
S7122,female,Group C,some college,standard,none,71,88,83
S7123,female,Group C,high school,standard,none,80,84,81
S7126,male,Group D,some college,standard,none,63,6,53
S7128,female,Group C,bachelor's degree,standard,none,61,66,71
S7129,female,Group B,some college,free/reduced,none,69,85,84
S7130,female,Group C,some college,standard,none,79,93,81
S7131,female,Group C,some high school,standard,none,68,77,75
S7132,female,Group D,some college,standard,completed,68,84,87
S7134,male,Group C,some college,standard,none,59,62,52
S7135,female,Group D,some college,standard,none,56,53,58
S7136,female,Group C,some college,standard,completed,84,88,87
S7137,male,Group C,some college,standard,completed,80,76,68
S7138,male,Group C,high school,standard,completed,64,66,69
S7139,male,Group E,some college,standard,none,97,96,89
S7140,female,Group B,some high school,standard,none,44,56,47
S7142,male,Group D,associate's degree,standard,none,74,7,63
S7143,male,Group C,bachelor's degree,free/reduced,none,72,7,70
S7144,female,Group D,some college,free/reduced,none,62,58,56
S7145,male,Group A,associate's degree,free/reduced,completed,56,6,63
S7146,female,Group C,bachelor's degree,standard,completed,80,93,99
S7147,female,Group B,associate's degree,standard,none,83,96,96
S7148,male,Group C,some high school,standard,completed,62,71,62
S7149,male,Group D,some college,free/reduced,completed,73,68,72
S7150,female,Group C,some college,standard,completed,64,82,80
S7153,male,Group B,some college,free/reduced,none,44,45,41
S7154,male,Group D,some high school,standard,none,82,7,67
S7156,female,Group C,some college,standard,none,80,79,74
S7157,female,Group E,bachelor's degree,standard,none,98,95,100
S7159,female,Group E,high school,free/reduced,none,80,94,97
S7160,female,Group E,high school,standard,none,85,86,88
S7161,male,Group D,some high school,standard,completed,60,57,60
S7162,female,Group C,some college,standard,none,59,64,64
S7163,female,Group B,some high school,free/reduced,completed,64,72,79
S7164,female,Group E,associate's degree,standard,none,75,7,71
S7165,male,Group D,high school,standard,completed,88,77,78
S7166,female,Group D,associate's degree,free/reduced,none,68,76,79
S7168,female,Group C,bachelor's degree,standard,completed,82,85,99
S7169,male,Group C,some high school,standard,none,67,65,62
S7170,male,Group D,some college,free/reduced,completed,77,77,77
S7171,female,Group D,some college,free/reduced,none,47,66,66
S7172,female,Group C,some college,free/reduced,none,35,47,41
S7173,female,Group B,high school,free/reduced,none,60,66,64
S7174,male,Group E,associate's degree,standard,none,71,63,53
S7175,female,Group C,bachelor's degree,standard,none,67,72,72
S7176,female,Group C,bachelor's degree,standard,completed,44,45,52
S7177,female,Group C,bachelor's degree,free/reduced,none,58,66,67
S7178,female,Group D,bachelor's degree,standard,none,78,8,79
S7179,female,Group B,some college,standard,completed,47,58,56
S7180,female,Group B,some college,free/reduced,none,27,49,50
S7181,female,Group D,some college,standard,none,66,7,67
S7182,female,Group C,high school,standard,none,59,66,69
S7183,male,Group C,associate's degree,standard,completed,76,82,77
S7184,male,Group C,high school,standard,none,74,72,62
S7185,male,Group B,some college,free/reduced,none,56,47,48
S7186,female,Group C,high school,standard,completed,49,68,67
S7187,male,Group A,some college,standard,none,72,77,67
S7188,male,Group D,some high school,standard,completed,56,48,54
S7189,female,Group C,associate's degree,free/reduced,completed,68,84,87
S7190,female,Group D,high school,standard,completed,85,98,99
S7191,female,Group B,some high school,free/reduced,none,55,7,60
S7192,male,Group D,some high school,standard,none,80,8,79
S7193,male,Group C,some college,free/reduced,none,61,53,48
S7194,female,Group B,high school,free/reduced,none,67,77,81
S7195,male,Group E,some college,standard,completed,88,78,86
S7197,male,Group C,high school,free/reduced,none,75,79,68
S7199,female,Group C,associate's degree,standard,none,72,69,70
S7200,male,Group D,some college,standard,none,69,73,67
S7201,male,Group D,bachelor's degree,standard,completed,100,1,100
S7203,male,Group D,some high school,standard,none,82,77,80
S7204,female,Group E,high school,standard,none,86,89,87
S7205,male,Group D,some college,standard,none,98,88,85
S7206,female,Group C,some college,standard,none,70,82,83
